Warrants Actions;;;;;;;;;;
Type Warrant;Prix d'exercice;Échéance;Achat;Vente;Parité (warrant/ss-jacent);Delta;Effet de levier;Mnémo;Isin;Dernière mise à jour
ACCOR  34,56 €;;;;;;;;;;
Call;60 €;17 déc. 10;0,72 € (c);0,73 € (c);5/1;33,3 %;4,48;0753S;FR0010837476;08/02/2010 17:26:54
Call;65 €;18 mars 11;0,68 € (c);0,69 € (c);5/1;29,4 %;4,19;0754S;FR0010837484;08/02/2010 17:23:22
;;;;;;;;;;
TF1  11,66 €;;;;;;;;;;
Call;14 €;18 juin 10;0,24 € (c);0,25 € (c);2/1;24,9 %;5,94;0988S;FR0010853473;08/02/2010 17:15:38
Call;16 €;18 mars 11;0,45 € (c);0,46 € (c);2/1;28,5 %;3,65;0989S;FR0010853481;08/02/2010 17:16:02
Call;17 €;16 mars 12;0,36 € (c);0,37 € (c);2/1;24,8 %;3,96;6863S;FR0010789578;08/02/2010 16:49:54
;;;;;;;;;;
THALES  32,58 €;;;;;;;;;;
Call;60 €;16 mars 12;0,26 € (c);0,27 € (c);4/1;12,6 %;3,87;9367S;FR0010677492;08/02/2010 16:44:00
;;;;;;;;;;
TOTAL  40,875 €;;;;;;;;;;
Call;40 €;19 mars 10;0,24 € (c);0,25 € (c);10/1;60,7 %;10,13;0179S;FR0010797647;08/02/2010 17:26:12
Call;45 €;19 mars 10;0,03 € (c);0,05 € (c);10/1;13,8 %;13,96;6019S;FR0010724260;08/02/2010 15:52:45
Call;47 €;19 mars 10;0,01 € (c);0,03 € (c);10/1;6,6 %;13,33;0755S;FR0010837492;08/02/2010 09:01:47
Call;50 €;19 mars 10;0,01 € (c);0,03 € (c);10/1;1,5 %;3,10;6020S;FR0010724278;08/02/2010 09:01:50
Call;55 €;19 mars 10;0,01 € (c);0,03 € (c);10/1;0,1 %;0,21;9831S;FR0010716043;08/02/2010 09:01:49
Call;60 €;19 mars 10;--;--;10/1;--;--;1980S;FR0010581009;27/01/2010 09:03:49
Call;65 €;19 mars 10;--;--;10/1;--;--;3558S;FR0010595694;27/01/2010 09:11:19
Call;70 €;19 mars 10;--;--;10/1;--;--;3488S;FR0010546028;27/01/2010 09:11:19
Call;80 €;19 mars 10;--;--;10/1;--;--;1822S;FR0010504217;27/01/2010 09:11:19
Put;37 €;19 mars 10;0,05 € (c);0,06 € (c);10/1; 19,8 %;14,64;0180S;FR0010797654;08/02/2010 16:33:11
Call;74,011 €;31 mars 10;--;--;39,47/4;--;--;4465S;FR0010240945;27/01/2010 09:03:50
Call;45 €;18 juin 10;0,07 € (c);0,08 € (c);10/1;20,8 %;11,28;6468S;FR0010759407;08/02/2010 16:46:55
Call;50 €;18 juin 10;0,01 € (c);0,03 € (c);10/1;5,6 %;11,39;6557S;FR0010760330;08/02/2010 09:01:48
Put;35 €;18 juin 10;0,13 € (c);0,14 € (c);10/1; 24,4 %;7,34;0826S;FR0010838201;08/02/2010 16:33:12
Put;37 €;18 juin 10;0,19 € (c);0,20 € (c);10/1; 32,1 %;6,72;0827S;FR0010838219;08/02/2010 16:58:32
Call;45 €;17 sept. 10;0,19 € (c);0,20 € (c);10/1;32,6 %;6,85;0181S;FR0010797662;08/02/2010 17:24:25
Call;50 €;17 sept. 10;0,07 € (c);0,08 € (c);10/1;14 %;7,59;0581S;FR0010818450;08/02/2010 15:59:32
Call;40 €;17 déc. 10;0,44 € (c);0,45 € (c);10/1;51,2 %;4,71;0182S;FR0010797670;08/02/2010 17:28:47
Call;45 €;17 déc. 10;0,23 € (c);0,24 € (c);10/1;32,7 %;5,67;0756S;FR0010837500;08/02/2010 16:58:59
Call;50 €;17 déc. 10;0,10 € (c);0,11 € (c);10/1;16,5 %;6,39;6021S;FR0010724286;08/02/2010 16:46:48
Call;60 €;17 déc. 10;0,01 € (c);0,03 € (c);10/1;2,7 %;5,57;8039S;FR0010610212;08/02/2010 09:01:49
Call;65 €;17 déc. 10;0,01 € (c);0,03 € (c);10/1;1,6 %;3,32;4165S;FR0010605584;08/02/2010 09:01:49
Call;70 €;17 déc. 10;--;--;10/1;--;--;3559S;FR0010595702;27/01/2010 09:03:49
Call;80 €;17 déc. 10;--;--;10/1;--;--;8287S;FR0010624841;27/01/2010 09:03:50
Call;50 €;18 mars 11;0,15 € (c);0,16 € (c);10/1;21,3 %;5,59;6022S;FR0010724294;08/02/2010 16:46:52
Call;60 €;18 mars 11;0,01 € (c);0,03 € (c);10/1;3,6 %;7,36;6023S;FR0010724302;08/02/2010 09:01:50
Call;70 €;18 mars 11;0,01 € (c);0,03 € (c);10/1;1,2 %;2,44;3560S;FR0010595710;08/02/2010 09:01:49
Call;80 €;18 mars 11;--;--;10/1;--;--;8288S;FR0010624858;27/01/2010 09:03:50
Call;50 €;16 mars 12;0,29 € (c);0,30 € (c);10/1;28,9 %;3,99;0183S;FR0010797688;08/02/2010 16:56:08
Call;60 €;16 mars 12;0,10 € (c);0,11 € (c);10/1;13,6 %;5,28;9383S;FR0010677658;08/02/2010 17:28:43
Call;70 €;16 mars 12;0,01 € (c);0,03 € (c);10/1;3,7 %;7,42;2654S;FR0010590570;08/02/2010 09:01:49
Call;80 €;16 mars 12;0,01 € (c);0,03 € (c);10/1;1,2 %;2,45;4354S;FR0010442657;08/02/2010 09:02:43
Call;100 €;16 mars 12;--;--;10/1;--;--;3921S;FR0010422204;30/12/2009 09:09:28
Call;50 €;15 mars 13;0,36 € (c);0,37 € (c);10/1;32,3 %;3,62;0184S;FR0010797696;08/02/2010 17:25:37
Call;60 €;15 mars 13;0,15 € (c);0,16 € (c);10/1;16,5 %;4,37;6024S;FR0010724328;08/02/2010 17:14:05
Call;100 €;15 mars 13;0,01 € (c);0,03 € (c);10/1;1,2 %;2,48;8856S;FR0010644401;08/02/2010 09:01:48
Call;60 €;21 mars 14;0,30 € (c);0,31 € (c);10/1;22,9 %;3,05;0757S;FR0010837518;08/02/2010 16:43:04
;;;;;;;;;;
UBISOFT  10,01 €;;;;;;;;;;
Call;11 €;18 juin 10;0,57 € (c);0,59 € (c);2/1;46,3 %;3,96;0990S;FR0010853499;08/02/2010 17:29:30
Call;13 €;18 juin 10;0,24 € (c);0,25 € (c);2/1;26 %;5,31;0991S;FR0010853507;08/02/2010 17:21:23
Call;14 €;17 sept. 10;0,36 € (c);0,37 € (c);2/1;27,9 %;3,83;0992S;FR0010853515;08/02/2010 17:07:12
Call;14 €;17 déc. 10;0,51 € (c);0,52 € (c);2/1;34 %;3,30;0993S;FR0010853523;08/02/2010 17:22:58
;;;;;;;;;;
VALEO  22,08 €;;;;;;;;;;
Call;30 €;16 mars 12;0,72 € (c);0,73 € (c);5/1;44,1 %;2,68;9386S;FR0010677682;08/02/2010 17:27:53
;;;;;;;;;;
VALLOUREC  122,84 €;;;;;;;;;;
Call;110 €;19 mars 10;0,77 € (c);0,78 € (c);20/1;80 %;6,35;6027S;FR0010724369;08/02/2010 17:26:39
Call;125 €;19 mars 10;0,29 € (c);0,30 € (c);20/1;47,7 %;9,93;0758S;FR0010837526;08/02/2010 17:26:39
Call;135 €;19 mars 10;0,05 € (c);0,06 € (c);40/1;22 %;12,27;9835S;FR0010716084;08/02/2010 17:18:30
Call;150 €;19 mars 10;0,02 € (c);0,04 € (c);20/1;7,7 %;15,96;0375S;FR0010806497;08/02/2010 11:31:34
Call;240 €;19 mars 10;--;--;40/1;--;--;3582S;FR0010595769;27/01/2010 09:03:49
Put;100 €;19 mars 10;0,03 € (c);0,05 € (c);20/1; 8,3 %;12,57;0185S;FR0010797704;08/02/2010 15:59:23
Call;120 €;18 juin 10;0,27 € (c);0,28 € (c);40/1;53,2 %;5,96;6469S;FR0010759415;08/02/2010 17:08:30
Call;135 €;18 juin 10;0,32 € (c);0,33 € (c);20/1;33,7 %;6,37;0828S;FR0010838227;08/02/2010 17:26:39
Call;150 €;18 juin 10;0,14 € (c);0,15 € (c);20/1;17,2 %;7,27;0376S;FR0010806505;08/02/2010 17:24:35
Call;175 €;18 juin 10;0,02 € (c);0,04 € (c);20/1;3,4 %;6,80;0377S;FR0010806513;08/02/2010 13:40:50
Put;100 €;18 juin 10;0,24 € (c);0,25 € (c);20/1; 21,4 %;5,36;0759S;FR0010837534;08/02/2010 17:26:39
Call;130 €;17 sept. 10;0,62 € (c);0,63 € (c);20/1;45 %;4,42;0186S;FR0010797712;08/02/2010 17:29:00
Call;150 €;17 sept. 10;0,31 € (c);0,32 € (c);20/1;27,2 %;5,31;0546S;FR0010818062;08/02/2010 17:14:05
Call;130 €;17 déc. 10;0,69 € (c);0,70 € (c);20/1;47,3 %;4,18;6028S;FR0010724377;08/02/2010 17:27:09
Call;150 €;17 déc. 10;0,46 € (c);0,47 € (c);20/1;32,5 %;4,30;0547S;FR0010818070;08/02/2010 17:15:22
Call;140 €;18 mars 11;0,77 € (c);0,78 € (c);20/1;44,1 %;3,49;0187S;FR0010797720;08/02/2010 17:28:52
Call;160 €;18 mars 11;0,45 € (c);0,46 € (c);20/1;30,6 %;4,14;0760S;FR0010837542;08/02/2010 17:14:45
Call;260 €;18 mars 11;0,01 € (c);0,03 € (c);40/1;2 %;3,05;3584S;FR0010595785;08/02/2010 09:01:49
Call;320 €;18 mars 11;--;--;50/1;--;--;8295S;FR0010624924;27/01/2010 09:03:51
Call;150 €;16 mars 12;0,39 € (c);0,40 € (c);40/1;41,9 %;3,27;9836S;FR0010716092;08/02/2010 17:08:28
Call;250 €;16 mars 12;0,03 € (c);0,05 € (c);40/1;7,7 %;5,97;9391S;FR0010677732;08/02/2010 17:14:10
Call;540,49 €;16 mars 12;--;--;39,29/1;--;--;3927S;FR0010422261;30/12/2009 16:59:27
Call;170 €;15 mars 13;0,39 € (c);0,40 € (c);40/1;37,6 %;2,93;9837S;FR0010716100;08/02/2010 17:15:33
Call;200 €;21 mars 14;0,86 € (c);0,87 € (c);20/1;33,8 %;2,40;0829S;FR0010838235;08/02/2010 17:27:09
;;;;;;;;;;
VEOLIA  23,27 €;;;;;;;;;;
Call;25 €;19 mars 10;0,08 € (c);0,09 € (c);5/1;24,9 %;13,63;0548S;FR0010818088;08/02/2010 17:21:03
Call;30 €;19 mars 10;0,01 € (c);0,03 € (c);5/1;0,8 %;1,93;0188S;FR0010797738;08/02/2010 09:01:50
Put;23 €;19 mars 10;0,17 € (c);0,18 € (c);5/1; 43,5 %;11,56;0189S;FR0010797746;08/02/2010 17:28:49
Call;25 €;18 juin 10;0,17 € (c);0,18 € (c);5/1;28,4 %;7,54;6725S;FR0010774380;08/02/2010 16:28:41
Call;27 €;18 juin 10;0,18 € (c);0,19 € (c);2/1;15,7 %;9,91;0969S;FR0010853093;08/02/2010 17:00:13
Put;20 €;18 juin 10;0,18 € (c);0,19 € (c);5/1; 27,1 %;6,81;0761S;FR0010837559;08/02/2010 16:10:03
Call;25 €;17 sept. 10;0,25 € (c);0,26 € (c);5/1;36 %;6,59;0762S;FR0010837567;08/02/2010 17:00:13
Call;27 €;17 sept. 10;0,19 € (c);0,20 € (c);4/1;22,9 %;6,82;0970S;FR0010853101;08/02/2010 17:28:49
Call;30 €;17 sept. 10;0,05 € (c);0,06 € (c);5/1;10,7 %;9,14;0190S;FR0010797753;08/02/2010 09:51:53
Call;27 €;17 déc. 10;0,24 € (c);0,25 € (c);5/1;30,2 %;5,73;0830S;FR0010838243;08/02/2010 17:28:12
Call;27 €;18 mars 11;0,33 € (c);0,34 € (c);5/1;34,2 %;4,75;0763S;FR0010837575;08/02/2010 17:20:39
Call;30 €;18 mars 11;0,21 € (c);0,22 € (c);4/1;19,8 %;5,34;0971S;FR0010853119;08/02/2010 15:35:21
Call;36 €;16 mars 12;0,32 € (c);0,33 € (c);2/1;12,8 %;4,59;6864S;FR0010789586;08/02/2010 17:21:03
Call;30 €;15 mars 13;0,55 € (c);0,56 € (c);5/1;35,2 %;2,94;6032S;FR0010725374;08/02/2010 17:20:40
Call;35 €;21 mars 14;0,41 € (c);0,42 € (c);5/1;27 %;3,02;0764S;FR0010837583;08/02/2010 17:20:39
;;;;;;;;;;
VINCI  38,01 €;;;;;;;;;;
Call;35 €;19 mars 10;0,79 € (c);0,80 € (c);5/1;75,9 %;7,26;6165S;FR0010732339;08/02/2010 17:28:43
Call;40 €;19 mars 10;0,24 € (c);0,25 € (c);5/1;35,6 %;11,07;6726S;FR0010774398;08/02/2010 17:15:30
Call;43 €;19 mars 10;0,07 € (c);0,08 € (c);5/1;15,3 %;15,50;0765S;FR0010837591;08/02/2010 17:15:30
Call;45 €;19 mars 10;0,01 € (c);0,03 € (c);10/1;8,1 %;15,54;9590S;FR0010695122;08/02/2010 09:01:48
Call;55 €;19 mars 10;--;--;10/1;--;--;8869S;FR0010644534;27/01/2010 09:11:36
Call;60 €;19 mars 10;--;--;10/1;--;--;8581S;FR0010635789;27/01/2010 09:11:36
Put;35 €;19 mars 10;0,18 € (c);0,19 € (c);5/1; 23,9 %;9,85;0191S;FR0010797761;08/02/2010 17:15:30
Call;40 €;18 juin 10;0,47 € (c);0,48 € (c);5/1;39,8 %;6,38;6470S;FR0010759423;08/02/2010 17:27:08
Call;45 €;18 juin 10;0,17 € (c);0,18 € (c);5/1;19,4 %;8,44;0549S;FR0010818096;08/02/2010 17:13:32
Put;35 €;18 juin 10;0,52 € (c);0,53 € (c);5/1; 35,3 %;5,13;0766S;FR0010837609;08/02/2010 17:14:09
Call;45 €;17 sept. 10;0,33 € (c);0,34 € (c);5/1;26,5 %;6,04;0550S;FR0010818104;08/02/2010 17:14:52
Call;50 €;17 sept. 10;0,16 € (c);0,17 € (c);5/1;14,4 %;6,64;0192S;FR0010797779;08/02/2010 16:49:10
Call;40 €;17 déc. 10;0,40 € (c);0,41 € (c);10/1;45,5 %;4,27;6033S;FR0010724443;08/02/2010 16:49:29
Call;50 €;17 déc. 10;0,26 € (c);0,27 € (c);5/1;19,3 %;5,56;0193S;FR0010797787;08/02/2010 17:27:08
Call;60 €;17 déc. 10;0,02 € (c);0,04 € (c);10/1;6,1 %;7,75;8870S;FR0010644542;08/02/2010 10:41:37
Call;70 €;17 déc. 10;0,01 € (c);0,03 € (c);10/1;1,3 %;2,55;3590S;FR0010595835;08/02/2010 09:01:49
Call;50 €;18 mars 11;0,39 € (c);0,40 € (c);5/1;24,1 %;4,65;0767S;FR0010837617;08/02/2010 17:13:41
Call;65 €;18 mars 11;0,01 € (c);0,03 € (c);10/1;3,7 %;7,09;8871S;FR0010644559;08/02/2010 09:01:50
Call;75 €;18 mars 11;0,01 € (c);0,03 € (c);10/1;1,7 %;3,22;3591S;FR0010595843;08/02/2010 09:01:49
Call;50 €;16 mars 12;0,37 € (c);0,38 € (c);10/1;32,8 %;3,32;6034S;FR0010724450;08/02/2010 16:49:19
Call;65 €;16 mars 12;0,12 € (c);0,13 € (c);10/1;13,2 %;3,99;9397S;FR0010677799;08/02/2010 16:05:10
Call;75 €;16 mars 12;0,06 € (c);0,07 € (c);10/1;7,4 %;4,32;8872S;FR0010644567;08/02/2010 16:49:19
Call;85 €;16 mars 12;0,02 € (c);0,04 € (c);10/1;4,4 %;5,65;3592S;FR0010595850;08/02/2010 10:10:27
Call;95 €;16 mars 12;0,02 € (c);0,04 € (c);10/2;2,4 %;6,11;3938S;FR0010422360;08/02/2010 10:21:16
Call;60 €;15 mars 13;0,30 € (c);0,31 € (c);10/1;25,2 %;3,14;6035S;FR0010724468;08/02/2010 16:48:49
Call;85 €;15 mars 13;0,07 € (c);0,08 € (c);10/1;7,8 %;3,96;8873S;FR0010644575;08/02/2010 17:15:30
Call;65 €;21 mars 14;0,72 € (c);0,73 € (c);5/1;25,5 %;2,68;0831S;FR0010838250;08/02/2010 17:15:30
;;;;;;;;;;
VIVENDI  18,02 €;;;;;;;;;;
Call;20 €;19 mars 10;0,05 € (c);0,06 € (c);5/1;19 %;12,44;6731S;FR0010774448;08/02/2010 17:24:32
Call;21 €;19 mars 10;0,02 € (c);0,04 € (c);4/1;9,3 %;13,86;0768S;FR0010837625;08/02/2010 09:01:58
Call;22 €;19 mars 10;0,01 € (c);0,03 € (c);4/1;4,1 %;9,29;0769S;FR0010837633;08/02/2010 09:01:48
Call;23 €;19 mars 10;0,01 € (c);0,03 € (c);4/1;1,9 %;4,21;0194S;FR0010797795;08/02/2010 09:01:50
Call;25 €;19 mars 10;0,01 € (c);0,03 € (c);5/1;0,4 %;0,66;6037S;FR0010724484;08/02/2010 09:01:48
Call;30 €;19 mars 10;--;--;10/1;--;--;3594S;FR0010595876;27/01/2010 09:05:34
Call;35 €;19 mars 10;--;--;10/1;--;--;2681S;FR0010590661;27/01/2010 09:05:34
Put;17 €;19 mars 10;0,12 € (c);0,13 € (c);4/1; 31,1 %;11,17;0195S;FR0010797803;08/02/2010 15:53:35
Call;38 €;31 mars 10;--;--;10/1;--;--;4469S;FR0010240986;27/01/2010 09:05:34
Call;19 €;18 juin 10;0,17 € (c);0,18 € (c);4/1;27,6 %;7,07;0832S;FR0010838268;08/02/2010 16:48:27
Call;21 €;18 juin 10;0,02 € (c);0,04 € (c);5/1;10 %;12,05;6732S;FR0010774455;08/02/2010 10:06:23
Call;23 €;18 juin 10;0,01 € (c);0,03 € (c);5/1;3,9 %;6,96;0378S;FR0010806521;08/02/2010 09:01:48
Call;25 €;18 juin 10;0,01 € (c);0,03 € (c);5/1;0,7 %;1,31;6472S;FR0010759449;08/02/2010 09:01:51
Put;19 €;18 juin 10;0,73 € (c);0,74 € (c);4/1; 71,2 %;4,36;0833S;FR0010838276;08/02/2010 17:29:52
Call;21 €;17 sept. 10;0,12 € (c);0,13 € (c);4/1;18,2 %;6,52;0196S;FR0010797811;08/02/2010 16:35:01
Call;22 €;17 déc. 10;0,15 € (c);0,16 € (c);4/1;18,9 %;5,47;0770S;FR0010837641;08/02/2010 16:34:52
Call;22 €;16 mars 12;0,28 € (c);0,29 € (c);5/1;29 %;3,67;0972S;FR0010853127;08/02/2010 17:29:52
Call;35 €;16 mars 12;0,01 € (c);0,03 € (c);5/1;1,6 %;2,81;4213S;FR0010605675;08/02/2010 09:01:49
Call;40 €;16 mars 12;0,01 € (c);0,03 € (c);10/1;0,9 %;0,77;2295S;FR0010513119;08/02/2010 09:01:49
Call;50 €;16 mars 12;--;--;5/1;--;--;3942S;FR0010422402;18/01/2010 09:15:08
Call;25 €;15 mars 13;0,20 € (c);0,21 € (c);5/1;20,3 %;3,56;6733S;FR0010774463;08/02/2010 09:00:01
Call;35 €;15 mars 13;0,02 € (c);0,04 € (c);5/1;3,5 %;4,17;6038S;FR0010724492;08/02/2010 09:01:57
Call;45 €;15 mars 13;0,01 € (c);0,03 € (c);4/1;1,2 %;2,71;8875S;FR0010644591;08/02/2010 09:01:49
Call;27 €;21 mars 14;0,26 € (c);0,27 € (c);4/1;18,7 %;3,16;0771S;FR0010837658;08/02/2010 16:49:00
;;;;;;;;;;
Les chiffres relatifs à des performances futures sont des prévisions qui ne constituent pas un indicateur fiable quant aux performances futures.;;;;;;;;;;
Les gains ou pertes éventuels peuvent se voir réduits ou augmentés en fonction des taux de change et ne prennent pas en compte les frais, commissions et redevances éventuels supportés par l'investisseur;;;;;;;;;;
(ex : impôts, taxes ou autres frais induits par la réglementation locale, frais de courtage ou autres commissions prélevés par l'intermédiaire financier...);;;;;;;;;;
